# BJD Y_res Y_err Y_mod Y_pha Y_obs Y_res
0.049671  -0.059078  3.003945  140.727361  0.002013  140.668283  3.003945
0.986174  -1.315786  3.455623  142.727412  0.039960  141.411626  3.455623
2.064769  -8.863075  3.997373  143.852777  0.083665  134.989702  3.997373
3.152303  -13.586782  3.853233  143.631945  0.127732  130.045163  3.853233
3.976585  -6.971539  1.582009  142.564350  0.161132  135.592811  1.582009
4.976586  9.406319  2.163188  140.299568  0.201652  149.705887  2.163188
6.157921  19.427919  3.986582  136.450374  0.249519  155.878293  3.986582
7.076743  2.315210  3.557430  132.786042  0.286750  135.101252  3.557430
7.953053  -4.012311  3.579435  128.943064  0.322258  124.930753  3.579435
9.054256  -6.375803  6.834120  123.930012  0.366879  117.554209  6.834120
9.953658  6.000035  3.091198  119.937204  0.403323  125.937239  3.091198
10.953427  21.088573  4.128937  115.878062  0.443834  136.966635  4.128937
12.024196  13.652366  3.969059  112.259155  0.487221  125.911521  3.969059
12.808672  1.606711  4.267202  110.238953  0.519008  111.845664  4.267202
13.827508  -9.243619  2.636641  108.558732  0.560292  99.315113  2.636641
14.943771  -6.631706  3.834356  108.058398  0.605523  101.426692  3.834356
15.898717  6.618140  2.218497  108.773524  0.644217  115.391664  2.218497
17.031425  6.126265  2.471012  110.927215  0.690115  117.053480  2.471012
17.909198  -3.310024  2.800342  113.464571  0.725682  110.154547  2.800342
18.858770  -17.738727  3.269857  116.906103  0.764159  99.167376  3.269857
20.146565  -15.015815  5.512417  122.374144  0.816341  107.358329  5.512417
20.977422  -3.453923  0.905388  126.145266  0.850007  122.691343  0.905388
22.006753  2.436532  4.036959  130.788778  0.891716  133.225310  4.036959
22.857525  4.010663  1.036821  134.392552  0.926189  138.403215  1.036821
23.945562  -15.133510  2.674782  138.408009  0.970276  123.274499  2.674782
25.011092  -23.203081  4.636565  141.424227  0.013452  118.221146  4.636565
25.884901  -5.496293  2.816646  143.062428  0.048858  137.566135  2.816646
27.037570  9.006182  1.780681  143.928466  0.095565  152.934648  1.780681
27.939936  11.083315  2.309609  143.534981  0.132129  154.618296  2.309609
28.970831  0.344617  3.553729  141.960384  0.173901  142.305001  3.553729
29.939829  -12.749646  1.881968  139.479823  0.213164  126.730177  1.881968
31.185228  -10.302300  3.233599  135.118625  0.263628  124.816325  3.233599
31.998650  4.494941  2.779996  131.747181  0.296588  136.242122  2.779996
32.894229  10.530984  2.466798  127.756451  0.332877  138.287435  2.466798
34.082254  8.579522  4.914088  122.356762  0.381016  130.936284  4.914088
34.877916  -8.451297  4.021403  118.895242  0.413256  110.443945  4.021403
36.020886  -14.553409  0.779044  114.463856  0.459569  99.910447  0.779044
36.804033  -7.568899  3.105939  111.967327  0.491303  104.398428  3.105939
37.867181  8.563020  2.541593  109.482513  0.534381  118.045533  2.541593
39.019686  6.191201  3.544717  108.150022  0.581081  114.341223  3.544717
40.073847  -7.576110  2.264344  108.265830  0.623796  100.689720  2.264344
41.017137  -14.324975  3.212049  109.447318  0.662018  95.122343  3.212049
41.988435  -9.912954  3.103116  111.654782  0.701375  101.741828  3.103116
42.969890  1.284591  3.911914  114.770382  0.741144  116.054973  3.911914
43.852148  9.992225  1.864674  118.172221  0.776893  128.164446  1.864674
44.928016  4.632038  2.860954  122.833276  0.820487  127.465314  2.860954
45.953936  -13.251121  2.215817  127.502183  0.862057  114.251062  2.215817
47.105712  -15.547645  2.016557  132.606040  0.908727  117.058395  2.016557
48.034362  -5.016397  4.895940  136.328822  0.946356  131.312425  4.895940
48.823696  7.931314  3.479228  139.048007  0.978340  146.979321  3.479228
70.032408  6.922012  1.801739  124.760740  0.837719  131.682752  1.801739
70.961492  22.158253  4.004474  128.990331  0.875366  151.148584  4.004474
71.932308  16.831874  4.952150  133.227498  0.914703  150.059372  4.952150
73.061168  -4.881882  4.090529  137.584785  0.960445  132.702903  4.090529
74.103100  -12.471843  1.553898  140.769113  0.002664  128.297270  1.553898
75.093128  -7.659808  2.337178  142.839299  0.042780  135.179491  2.337178
75.916078  4.462271  4.733355  143.753121  0.076126  148.215392  4.733355
76.969079  6.112782  2.410789  143.787469  0.118794  149.900251  2.410789
78.033126  -6.060405  3.145994  142.530595  0.161909  136.470190  3.145994
79.097555  -24.848278  3.938772  140.065923  0.205040  115.217645  3.938772
79.952083  -20.720264  1.829399  137.332404  0.239665  116.612140  1.829399
